BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,TenureBucket_0-1,TenureBucket_1-3,TenureBucket_3-5,TenureBucket_5-10,TenureBucket_>10,RiskCohort_High,RiskCohort_Low,RiskCohort_Medium,log1p_MonthlyIncome,DistanceFromHome,AvgWorkHours,OvertimeRatio,HourGapFromStandard,WorkloadIndex,WLB_Mismatch,TimeSinceLastPromoRatio,IncomePerHour,CommuteStressIndex,Age,Education,JobLevel,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OvertimeFlag,ManagerStabilityIndex,CareerMobility,Satisfaction_X_Hours,RiskScore,AttritionFlag,EmployeeID
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6799119657840189,0.9633983665702748,0.525389176575696,0.525389176575696,0.5253891765756964,-0.009322840033534922,0.4496246770551089,-0.17671145632380159,0.43546558731621166,0.7930093315602765,0.8843578088720997,-0.8916882501868245,-0.05778754527941421,-1.0794855041128393,-0.6039107501479274,1.4159910129545328,1.3567123685519105,-0.6201892226844656,2.2818977973501466,0.8384712366745607,1.6757765824638455,0.25220049272708844,1.1563022799500973,0.3362060901847455,-1.0261667362455191,-0.42623001504290287,1.5275252316519465,-0.029274047062387988,-0.8880022092904284,1.1501406182278278,0.5317487988689206,0,11
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6466103069221146,2.320734916839626,-0.4715620839262956,-0.4715620839262956,-0.4715620839262951,0.7166312558998448,-0.3784539998488373,0.666755483382226,-0.2503733295135958,0.7512714651955705,-0.10115885313749257,-1.8684257522543597,-0.9614863916702531,-1.0794855041128393,-0.8772324258614291,1.4159910129545328,0.6714491662848506,-0.6201892226844656,1.6804652557344315,2.251254767930698,1.9601672054402774,0.25220049272708844,1.1563022799500973,0.3362060901847455,0.37967212888114743,-0.42623001504290287,-0.6546536707079771,0.5055511482283126,-0.8880022092904284,0.5072743884199498,-0.07466759704831241,0,12
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.11518553174751531,0.59321567104227,1.1961765694625617,1.1961765694625603,1.1961765694625608,1.8216534911097608,1.0067880598526897,-0.17671145632380159,-0.07982254411427689,0.870267810970006,1.979376322216091,1.0617867539482457,-0.9614863916702531,-1.0794855041128393,0.4893759527060795,-0.9320143892374165,2.3846071719525,-0.6201892226844656,2.2818977973501466,0.8384712366745607,2.528948451393141,1.1698607014122862,-1.573999194927609,0.3362060901847455,0.37967212888114743,-0.42623001504290287,1.5275252316519465,0.47212457352264386,-0.8880022092904284,0.3025009907670411,1.1381651947861535,0,13
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17625206908315305,-1.0109093429124179,1.2697766376046677,1.2697766376046677,1.2697766376046682,1.8704199519966218,1.5022510007352865,1.425875729117651,-0.0543284553506513,-0.7336012056432053,1.103361511540898,-1.8684257522543597,-0.9614863916702531,-0.67846359583741,-1.1505541015749308,1.4159910129545328,-0.150866676435621,0.9316033855643252,0.6780776863749062,2.251254767930698,1.3913859594874136,-1.5831199246433072,-0.663898703301707,-1.0853364387843123,-1.0261667362455191,-0.42623001504290287,1.5275252316519465,1.0069497688133449,-0.6217392605673542,-0.9573440494618697,2.35099798662062,1,14
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0540474648211215,-1.0109093429124179,-1.2031160861127979,-1.2031160861127979,-1.2031160861127972,0.2319129596426655,-1.5787668221674973,-0.8514850080886236,-0.32586481185002736,-0.9306785956053093,-0.9771736638126857,0.08504925188071055,-0.9614863916702531,-0.67846359583741,-0.3305890744344257,-0.9320143892374165,-0.8361298787026807,-0.6201892226844656,-0.32430988298461916,-0.7761385133324532,-0.03056715539474581,1.1698607014122862,1.1563022799500973,-1.0853364387843123,0.37967212888114743,-0.42623001504290287,-0.6546536707079771,0.7061105964623257,-0.35547631184428,0.4546171479118274,0.5317487988689206,0,15
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06084369889574911,-1.0109093429124179,-0.743321159096554,-0.743321159096554,-0.7433211590965534,-0.5697436342267952,-0.2024594100074528,-0.8514850080886236,0.21281028045901493,-0.8940352009019771,0.008342998196906572,0.08504925188071055,-0.05778754527941421,0.5246021289888778,-1.1505541015749308,-0.9320143892374165,-0.5620245977958568,-0.6201892226844656,-0.32430988298461916,-0.7761385133324532,-0.8837390243240415,0.25220049272708844,1.1563022799500973,1.7577486191538032,0.37967212888114743,-0.42623001504290287,-0.6546536707079771,-1.0989244376437897,0.6335003548414239,0.3320353983184566,-1.2875003888827785,0,16
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.305964495690734,-0.7641208792270812,-0.8076669233116598,-0.8076669233116598,-0.8076669233116593,0.4939325014350544,-0.22918255957686534,0.16067531955860942,-0.02024773166124025,-0.5050946081873988,-1.7436866231534796,-0.8916882501868245,-0.9614863916702531,-0.67846359583741,-0.8772324258614291,2.5899937140505074,-1.1102351596095046,0.15570708143992978,-0.7252649107284292,-0.3724860758306997,-1.1681296473004734,1.1698607014122862,0.24620178832419518,1.7577486191538032,-1.0261667362455191,-0.42623001504290287,-0.6546536707079771,-1.700602782345828,-0.00045904688018124853,0.2905431805100928,-0.6810839929655454,0,17
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3377275233232705,-1.0109093429124179,2.3991743441734537,2.3991743441734537,2.3991743441734545,0.8183745013113422,2.0060112366200147,-0.8514850080886236,-0.39459720524856934,-0.6435937620913623,0.008342998196906572,0.08504925188071055,-0.05778754527941421,-0.2774416875619807,-0.6039107501479274,0.24198831185855807,0.5343965258314387,-0.6201892226844656,-0.32430988298461916,-0.7761385133324532,-0.5993484013476096,-1.5831199246433072,1.1563022799500973,0.3362060901847455,0.37967212888114743,-0.42623001504290287,1.5275252316519465,-0.49724609294175115,-0.5329849443263296,0.8565950247738854,0.5317487988689206,0,18
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.1483787436366026,-0.270543951856408,-0.5527661658168597,-0.5527661658168597,-0.5527661658168591,0.6628264730601934,-0.7684851320895725,1.7512129772899756,-0.435095014850431,-0.050082963680356175,-0.2106607044718917,1.0617867539482457,-0.9614863916702531,1.7276678538151657,0.21605427699257776,-0.9320143892374165,-0.150866676435621,1.7074996896887207,0.07664514475919097,1.6457761116780676,-0.5993484013476096,-0.6654597159581094,-0.663898703301707,-1.0853364387843123,-1.0261667362455191,-0.42623001504290287,-0.6546536707079771,-0.8410622899143446,0.9758384317710905,-0.9820340419413083,1.1381651947861535,0,19
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4471232201305941,-0.14714972001373974,1.1903095115901166,1.1903095115901152,1.1903095115901157,1.8177660538358564,1.0019148170846466,1.8054358519853633,0.1286403418058682,0.4606798004831034,0.11784484953130571,0.08504925188071055,-0.9614863916702531,-0.67846359583741,-1.1505541015749308,0.24198831185855807,-0.4249719573424449,1.7074996896887207,0.27712265863109603,2.049428549179821,0.8226047135345498,-1.5831199246433072,-1.573999194927609,0.3362060901847455,0.37967212888114743,-0.42623001504290287,1.5275252316519465,0.9317399757255899,-0.5551735233865857,-1.618857304238229,0.5317487988689206,0,20
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.09265793295169,-1.0109093429124179,-0.08173763783984093,-0.08173763783984093,-0.08173763783984044,-0.27750579869958375,-0.3085843140693438,-0.3454048442650073,1.0519774066262892,-0.8413102475060175,-1.1961773664814839,1.0617867539482457,-0.05778754527941421,-0.67846359583741,0.7626976284195812,-0.9320143892374165,-0.6990772382492688,0.15570708143992978,-0.12383236911271409,-0.3724860758306997,-0.03056715539474581,0.25220049272708844,-0.663898703301707,-2.5068789677533703,0.37967212888114743,-0.42623001504290287,-0.6546536707079771,0.3049916999942998,-0.44423062808530495,-0.2860991322955416,-0.07466759704831241,0,21
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9731507008087461,-0.14714972001373974,-1.2636819188438924,-1.2636819188438924,-1.2636819188438917,0.19178281591428908,-1.6542267919080893,-0.5478369097944537,1.3890785453971013,-0.1592657599376303,1.4318670655440953,1.0617867539482457,-0.9614863916702531,0.12358022071344858,2.1293060069870897,-0.9320143892374165,2.316080851725794,-0.6201892226844656,0.6780776863749062,-0.3724860758306997,0.538214090558118,-1.5831199246433072,-0.663898703301707,-1.0853364387843123,-1.0261667362455191,2.346151056253851,-0.6546536707079771,0.10443225176028706,-0.6027204785157062,-1.657482138346911,-0.07466759704831241,0,22
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.3434123086521614,0.2230329755142651,0.5243604989612514,0.5243604989612514,0.5243604989612517,-0.00977723242669724,0.5735247415600682,-0.24418881150028374,-0.5722425269680782,0.5000548054081024,1.7603726195472926,1.0617867539482457,-0.05778754527941421,0.12358022071344858,-1.1505541015749308,-0.9320143892374165,1.3567123685519105,-0.6201892226844656,-0.32430988298461916,-0.3724860758306997,-0.3149577783711777,0.25220049272708844,0.24620178832419518,-1.0853364387843123,0.37967212888114743,-0.42623001504290287,1.5275252316519465,0.10443225176028706,-0.5076265682574654,0.5712717835276905,2.35099798662062,0,23
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.85032799338594,-0.6407266473844129,-0.6672493430884688,-0.6672493430884688,-0.6672493430884684,0.5869713885806529,-0.5409939885864796,0.4137154014704178,0.9577976015117885,-0.3522490968320674,0.5558522548689022,1.0617867539482457,-0.9614863916702531,-0.67846359583741,-0.3305890744344257,-0.9320143892374165,-0.150866676435621,0.9316033855643252,2.2818977973501466,2.251254767930698,0.538214090558118,-0.6654597159581094,0.24620178832419518,0.3362060901847455,-2.4320056013721856,-0.42623001504290287,-0.6546536707079771,-0.6978055411757641,-0.6217392605673542,-0.5557825428050961,-1.2875003888827785,0,24
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.36493760632173516,0.8400041347276065,-0.45347409326075117,-0.45347409326075117,-0.45347409326075067,0.7286161264520029,-0.6447755015486893,-0.8514850080886236,0.3880599190495481,0.4328875799779688,-0.8676718124782865,1.0617867539482457,-0.9614863916702531,-0.67846359583741,-1.1505541015749308,0.24198831185855807,-0.150866676435621,-0.6201892226844656,0.6780776863749062,-0.7761385133324532,1.3913859594874136,-0.6654597159581094,1.1563022799500973,-1.0853364387843123,0.37967212888114743,-0.42623001504290287,-0.6546536707079771,1.0069497688133449,-0.6217392605673542,0.030809622896410534,-0.07466759704831241,0,25
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4311238211072735,-1.0109093429124179,1.241441789067415,1.2414417890674136,1.2414417890674154,1.851645644882407,1.0443858488772817,-0.8514850080886236,0.1098151861860694,-0.7358593537388083,1.979376322216091,1.0617867539482457,-0.9614863916702531,0.12358022071344858,-1.1505541015749308,-0.9320143892374165,0.12323860447120288,-0.6201892226844656,0.6780776863749062,-0.7761385133324532,1.1069953365109817,-0.6654597159581094,1.1563022799500973,0.3362060901847455,0.37967212888114743,-0.42623001504290287,1.5275252316519465,0.7061105964623257,-0.22234483748274297,0.9676121323778722,-0.07466759704831241,0,26
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.7769247389776446,-0.02375548817107146,2.3991743441734537,2.3991743441734537,2.3991743441734545,2.6187443825766947,2.0060112366200147,0.9704035816763958,1.2211232593793004,0.8648192251951421,-1.1961773664814839,0.08504925188071055,-0.9614863916702531,-0.67846359583741,1.855984331273588,-0.9320143892374165,-0.8361298787026807,0.15570708143992978,-0.32430988298461916,0.43481879917280725,-0.3149577783711777,-1.5831199246433072,-1.573999194927609,0.3362060901847455,0.37967212888114743,2.346151056253851,1.5275252316519465,0.10443225176028706,-0.35547631184428,-1.3961387570435484,1.1381651947861535,0,27
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.9883297466823097,-0.5173324155417446,-0.07152841511061349,-0.07152841511061349,-0.07152841511061303,0.9816884325598015,-0.046181636781535966,0.04159763395305249,-0.42721259160322894,-0.12292822397333526,0.008342998196906572,-1.8684257522543597,-0.9614863916702531,-0.67846359583741,-1.1505541015749308,-0.9320143892374165,0.8085018067382627,-0.6201892226844656,2.081420283478242,1.2421236741763142,0.8226047135345498,1.1698607014122862,1.1563022799500973,0.3362060901847455,0.37967212888114743,-0.42623001504290287,-0.6546536707079771,-0.46185324913574904,-0.7313769453356788,1.2885418525305938,-0.6810839929655454,0,28
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.075759594725953,-1.0109093429124179,2.3991743441734537,2.3991743441734537,2.3991743441734545,0.8183745013113422,3.812761218000651,-0.8514850080886236,0.4297337059221441,-0.6435937620913623,0.7748559575377005,-0.8916882501868245,-0.05778754527941421,0.12358022071344858,-0.3305890744344257,0.24198831185855807,1.0826070876450864,-0.6201892226844656,-1.1262199384722393,-0.7761385133324532,-1.1681296473004734,1.1698607014122862,0.24620178832419518,-2.5068789677533703,-1.0261667362455191,-0.42623001504290287,1.5275252316519465,-1.700602782345828,-0.46758702709610095,2.3584175459855072,1.1381651947861535,1,29
